measure,location,sex,age,cause,metric,year,val,upper,lower
5,1,3,22,495,1,1995,38482712.18542733,40936913.99472541,35942238.26704766
5,1,3,22,495,2,1995,0.0069119549531026,0.0073582133525097,0.0064495885521425
5,1,3,22,495,3,1995,672.29735343079,715.17253783115,627.91498548445
5,1,3,22,495,1,1996,39274054.90979488,41746466.69519138,36748795.59807025
5,1,3,22,495,2,1996,0.0069661018488234,0.0074029327429466,0.0065116048245205
5,1,3,22,495,3,1996,677.3263909664499,719.9659848518199,633.7753805145501
5,1,3,22,495,1,1997,40099346.873151295,42553091.53695601,37589692.29372636
5,1,3,22,495,2,1997,0.0070262955185537,0.0074552750136134,0.0065791258027336
5,1,3,22,495,3,1997,682.76563019032,724.54517655072,640.0341139912799
5,1,3,22,495,1,1998,40926661.8281645,43362170.85094425,38425493.54683201
5,1,3,22,495,2,1998,0.0070857410793514,0.0075043106842119,0.0066457054188301
5,1,3,22,495,3,1998,688.08797261734,729.03547214252,646.0365632181899
5,1,3,22,495,1,1999,41756979.25654876,44185833.1318115,39233236.42405181
5,1,3,22,495,2,1999,0.0071432263679798,0.0075577343478882,0.00670999714961
5,1,3,22,495,3,1999,693.30539410929,733.6324848903799,651.4028295496099
5,1,3,22,495,1,2000,42585016.76715896,45051945.7339825,40022958.62735042
5,1,3,22,495,2,2000,0.0071958534211596,0.0076118836681305,0.0067632600262218
5,1,3,22,495,3,2000,698.25490323122,738.70446455054,656.24553481259
5,1,3,22,495,1,2001,43415998.56867025,45916423.04869477,40813835.35633487
5,1,3,22,495,2,2001,0.0072451794544374,0.0076608881900991,0.0068123402484094
5,1,3,22,495,3,2001,702.9561574017,743.44097503341,660.82406985379
5,1,3,22,495,1,2002,44247332.10191675,46788675.15652327,41626660.627993226
5,1,3,22,495,2,2002,0.0072924621956881,0.0077087119681459,0.0068575655678113
5,1,3,22,495,3,2002,707.3485413265599,747.97506539689,665.4538539789501
5,1,3,22,495,1,2003,45071100.49495266,47666772.03369607,42421466.10937987
5,1,3,22,495,2,2003,0.0073360414953941,0.0077555475939666,0.0068982327663401
5,1,3,22,495,3,2003,711.33605304105,752.30232027403,669.51811549044
5,1,3,22,495,1,2004,45937122.60430502,48601607.49487962,43223645.468670726
5,1,3,22,495,2,2004,0.0073834137594433,0.0078086132653109,0.006942190382591
5,1,3,22,495,3,2004,715.7130172325201,757.22642539328,673.43629640555
5,1,3,22,495,1,2005,46858175.099077456,49586155.8223453,44086375.09534094
5,1,3,22,495,2,2005,0.0074356317282777,0.0078675970498532,0.0069918115894123
5,1,3,22,495,3,2005,720.63470160395,762.58848171461,678.0070221355301
5,1,3,22,495,1,2006,47861438.48766705,50621586.95575052,45075798.068766594
5,1,3,22,495,2,2006,0.0074968852804787,0.0079263683985051,0.0070528548453059
5,1,3,22,495,3,2006,726.41485285303,768.3068834031,684.13591935381
5,1,3,22,495,1,2007,48927880.26968624,51709125.82199959,46116221.54372914
5,1,3,22,495,2,2007,0.0075651093338496,0.007991631659998,0.0071231350775055
5,1,3,22,495,3,2007,732.74013483039,774.39185221045,690.63295212394
5,1,3,22,495,1,2008,50029090.38506424,52833834.67252112,47192566.08598948
5,1,3,22,495,2,2008,0.0076346042809438,0.0080615675883328,0.007197657118503
5,1,3,22,495,3,2008,739.1415494867799,780.57950133817,697.23407226827
5,1,3,22,495,1,2009,51208642.25429147,54063817.32883325,48339455.09315202
5,1,3,22,495,2,2009,0.0077123451731784,0.0081410948416579,0.0072796327135894
5,1,3,22,495,3,2009,746.36611937564,787.9803049254499,704.5477076203
5,1,3,22,495,1,2010,52441464.11984461,55360154.63765296,49528918.4080362
5,1,3,22,495,2,2010,0.0077977693241899,0.0082299659280732,0.0073673071502742
5,1,3,22,495,3,2010,754.47137296906,796.46235242017,712.5687983765299
5,1,3,22,495,1,2011,53771833.8045122,56747197.76049894,50800108.68793229
5,1,3,22,495,2,2011,0.0078980290927803,0.0083286749438837,0.0074593368280713
5,1,3,22,495,3,2011,764.03840184198,806.31503927441,721.8134683007601
5,1,3,22,495,1,2012,55193790.35978244,58231777.93039486,52162102.88351271
5,1,3,22,495,2,2012,0.0080092271809016,0.0084453231266309,0.0075606971503637
5,1,3,22,495,3,2012,774.5049379731599,817.1353925877501,731.96288921266
5,1,3,22,495,1,2013,56662367.70372725,59792767.47672157,53511234.32978509
5,1,3,22,495,2,2013,0.0081239894471881,0.0085674502907933,0.0076716962084551
5,1,3,22,495,3,2013,785.20860151443,828.58866005322,741.54122349952
5,1,3,22,495,1,2014,58202678.45091002,61455322.33906941,54901472.01222297
5,1,3,22,495,2,2014,0.0082461046644523,0.0086977443601587,0.0077884217330683
5,1,3,22,495,3,2014,796.6286611856201,841.14807876059,751.44456080497
5,1,3,22,495,1,2015,59730481.41306142,63080948.94100277,56272173.82323157
5,1,3,22,495,2,2015,0.0083623688467694,0.0088299557128844,0.0078873037987077
5,1,3,22,495,3,2015,807.5603247575501,852.85888222677,760.80376203974
5,1,3,22,495,1,2016,61309006.32982878,64904384.26189226,57733212.667852
5,1,3,22,495,2,2016,0.0084821327102335,0.0089708358976575,0.0079882670275204
5,1,3,22,495,3,2016,818.91523371063,866.9393322203,771.1527257579601
5,1,3,22,495,1,2017,62929368.01444668,66754789.03831494,59205184.703123465
5,1,3,22,495,2,2017,0.0086054398996595,0.0091228142345644,0.008097430890512
5,1,3,22,495,3,2017,830.68990026859,881.1868098843499,781.52936424104
5,1,3,22,495,1,2018,64582631.46152532,68686340.63516319,60660241.392667934
5,1,3,22,495,2,2018,0.0087320802466326,0.0092800382852997,0.00820098002556
5,1,3,22,495,3,2018,842.8922361109001,896.45128942661,791.6996466914401
5,1,3,22,495,1,2019,66330149.28306666,70697974.80151804,62208133.6349714
5,1,3,22,495,2,2019,0.008871108453217,0.0094448641037404,0.0083082346174764
5,1,3,22,495,3,2019,856.38910657992,912.78213801244,803.1697284187801
5,1,3,22,495,1,2020,67944873.06960298,72336370.1556941,63685492.43993199
5,1,3,22,495,2,2020,0.0089910820772219,0.009565181358249,0.0084201847658122
5,1,3,22,495,3,2020,868.5977255213201,924.73800819879,814.14640108847
5,1,3,22,495,1,2021,69944884.81841959,75009602.78196928,64788695.12844114
5,1,3,22,495,2,2021,0.0091722441055924,0.0098254929051381,0.0085068748524886
5,1,3,22,495,3,2021,886.34841392628,950.5290147755001,821.0086744230999
